,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
261,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Bournemouth,West Ham,N,LW,31.0,0.0,0.0,0,0,0,0,0,0,18,0,1,2,0.0,0.0,0.0,0,0,6,9,66.7,1,13,0,0,0,Match Report,Justin-Kluivert,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
262,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,Arsenal,Manchester City,Y,FW,86.0,0.0,0.0,0,0,2,2,1,0,,,1,,,,,,,,,,,,,,,Match Report,Kai-Havertz,2023-24,,,,,,,,,D,1 (4)–1 (1),1,1,0.0,0.0,Community
263,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,Arsenal,Nott'ham Forest,Y,"LM,FW",90.0,0.0,0.0,0,0,2,0,0,0,65.0,1.0,1,1.0,0.1,0.1,0.2,3.0,0.0,47.0,54.0,87.0,4.0,54.0,3.0,1.0,0.0,Match Report,Kai-Havertz,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,1
264,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,Manchester City,Arsenal,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Kalvin-Phillips,2023-24,0,0,0,0,0,0,0,0,D,1 (1)–1 (4),1,1,0.0,0.0,Community
265,1,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Kalvin-Phillips,2023-24,0,0,0,0,0,0,0,0,W,3–0,3,0,1.0,0.0,1
266,2,2023-08-16,Wed,Super Cup,UEFA Super Cup,Home,eng Manchester City,es Sevilla,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Kalvin-Phillips,2023-24,0,0,0,0,0,0,0,0,D,1 (5)–1 (4),1,1,0.0,1.0,Super
267,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Brighton,Luton Town,Y,LW,90.0,0.0,1.0,0,0,1,0,1,0,55,1,0,0,0.0,0.0,0.6,8,2,42,48,87.5,5,46,7,3,1,Match Report,Kaoru-Mitoma,2023-24,,,,,,,,,W,4–1,4,1,0.0,1.0,1
268,0,2023-08-06,Sun,Championship,Matchweek 1,Home,Leeds United,Cardiff City,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Karl-Darlow,2023-24,0,0,0,0,0,0,0,0,D,2–2,2,2,0.0,1.0,1
269,1,2023-08-09,Wed,EFL Cup,First round,Home,Leeds United,Shrewsbury,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Karl-Darlow,2023-24,0,0,0,0,0,0,,,W,2–1,2,1,0.0,1.0,round
270,2,2023-08-12,Sat,Championship,Matchweek 2,Away,Leeds United,Birmingham City,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Karl-Darlow,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,0.0,2
271,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Brentford,Tottenham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Keane-Lewis-Potter,2023-24,0,0,0,0,0,0,0,0,D,2–2,2,2,0.0,1.0,1
