FPL_points,FPL_points_2,FPL_points_4,FPL_pos,GW,Min_2,Min_4,Name_original,Opp_rating,Opp_score_2,Opp_score_4,Opponent,Player_CS_2,Player_CS_4,Saves_2,Saves_4,Season,Start_2,Start_4,Team,Team_rating,Team_result_2,Team_result_4,Was_home
2.0,6.0,4.0,GK,13,90.0,90.0,Nick Pope,1879.19775391,0.0,0.5,Tottenham,1.0,0.5,1.0,1.0,2022-23,1.0,1.0,Newcastle Utd,1796.47900391,2.0,2.5,0.0
6.0,4.0,4.0,GK,14,90.0,90.0,Nick Pope,1719.32995605,0.5,0.5,Aston Villa,0.5,0.5,1.5,1.75,2022-23,1.0,1.0,Newcastle Utd,1806.21655273,3.0,2.5,1.0
3.0,4.0,5.0,GK,15,90.0,90.0,Nick Pope,1684.6809082,0.5,0.25,Southampton,0.5,0.75,1.5,1.25,2022-23,1.0,1.0,Newcastle Utd,1823.61816406,3.0,2.5,0.0
5.0,4.5,4.25,GK,16,90.0,90.0,Nick Pope,1889.25024414,0.5,0.5,Chelsea,0.5,0.5,2.0,1.75,2022-23,1.0,1.0,Newcastle Utd,1833.65368652,3.0,3.0,1.0
6.0,4.0,4.0,GK,17,90.0,90.0,Nick Pope,1786.00317383,0.5,0.5,Leicester City,0.5,0.5,3.0,2.25,2022-23,1.0,1.0,Newcastle Utd,1841.8626709,3.0,3.0,0.0
6.0,5.5,5.0,GK,18,90.0,90.0,Nick Pope,1708.10473633,0.0,0.25,Leeds United,1.0,0.75,2.0,2.0,2022-23,1.0,1.0,Newcastle Utd,1855.15356445,3.0,3.0,1.0
10.0,6.0,5.0,GK,19,90.0,90.0,Nick Pope,1934.44775391,0.0,0.25,Arsenal,1.0,0.75,1.5,2.25,2022-23,1.0,1.0,Newcastle Utd,1850.29663086,2.0,2.5,0.0
5.0,8.0,6.75,GK,20,90.0,90.0,Nick Pope,1726.69494629,0.0,0.0,Fulham,1.0,1.0,2.5,2.25,2022-23,1.0,1.0,Newcastle Utd,1853.54760742,1.0,2.0,1.0
6.0,7.5,6.75,GK,21,90.0,90.0,Nick Pope,1740.1394043,0.0,0.0,Crystal Palace,1.0,1.0,2.0,1.75,2022-23,1.0,1.0,Newcastle Utd,1857.70043945,2.0,2.0,0.0
2.0,5.5,6.75,GK,22,90.0,90.0,Nick Pope,1748.30541992,0.0,0.0,West Ham,1.0,1.0,0.5,1.5,2022-23,1.0,1.0,Newcastle Utd,1855.40490723,2.0,1.5,1.0
3.0,4.0,5.75,GK,23,90.0,90.0,Nick Pope,1632.99768066,0.5,0.25,Bournemouth,0.5,0.75,0.5,1.25,2022-23,1.0,1.0,Newcastle Utd,1851.43530273,1.0,1.5,0.0
-3.0,2.5,4.0,GK,24,90.0,90.0,Nick Pope,1940.33520508,1.0,0.5,Liverpool,0.0,0.5,1.5,1.0,2022-23,1.0,1.0,Newcastle Utd,1844.76928711,1.0,1.5,1.0
1.0,0.0,2.0,GK,26,55.5,72.75,Nick Pope,2020.02905273,1.5,1.0,Manchester City,0.0,0.25,1.5,1.0,2022-23,1.0,1.0,Newcastle Utd,1833.75268555,0.5,0.75,0.0
3.0,-1.0,0.75,GK,27,55.5,72.75,Nick Pope,1726.05163574,2.0,1.5,Wolves,0.0,0.0,0.5,1.0,2022-23,1.0,1.0,Newcastle Utd,1834.61877441,0.0,0.5,1.0
2.0,2.0,1.0,GK,28,90.0,72.75,Nick Pope,1653.13879395,1.5,1.5,Nott'ham Forest,0.0,0.0,2.0,1.75,2022-23,1.0,1.0,Newcastle Utd,1842.03491211,1.5,1.0,0.0
6.0,2.5,0.75,GK,29,90.0,72.75,Nick Pope,1886.97521973,1.0,1.5,Manchester Utd,0.0,0.0,2.5,1.5,2022-23,1.0,1.0,Newcastle Utd,1846.91247559,3.0,1.5,1.0
2.0,4.0,3.0,GK,7,90.0,90.0,Nick Pope,1759.23278809,0.5,1.0,West Ham,0.5,0.25,1.5,1.75,2022-23,1.0,1.0,Newcastle Utd,1857.84570312,3.0,2.25,0.0
11.0,4.0,3.25,GK,30,90.0,90.0,Nick Pope,1792.45544434,0.5,0.75,Brentford,0.5,0.25,1.0,1.75,2022-23,1.0,1.0,Newcastle Utd,1871.87463379,3.0,3.0,0.0
2.0,6.5,5.25,GK,31,90.0,90.0,Nick Pope,1804.47167969,1.0,0.75,Aston Villa,0.0,0.25,3.0,2.25,2022-23,1.0,1.0,Newcastle Utd,1879.30310059,3.0,3.0,0.0
2.0,6.5,5.25,GK,32,90.0,90.0,Nick Pope,1834.48376465,2.0,1.25,Tottenham,0.0,0.25,4.0,2.5,2022-23,1.0,1.0,Newcastle Utd,1857.31567383,1.5,2.25,1.0
3.0,2.0,4.25,GK,33,90.0,90.0,Nick Pope,1675.30871582,2.0,1.5,Everton,0.0,0.0,2.5,2.75,2022-23,1.0,1.0,Newcastle Utd,1871.32946777,1.5,2.25,0.0
2.0,2.5,4.5,GK,34,90.0,90.0,Nick Pope,1637.34106445,1.0,1.5,Southampton,0.0,0.0,3.0,3.5,2022-23,1.0,1.0,Newcastle Utd,1879.1015625,3.0,2.25,1.0
2.0,2.5,2.25,GK,35,90.0,90.0,Nick Pope,1937.29748535,1.0,1.5,Arsenal,0.0,0.0,3.0,2.75,2022-23,1.0,1.0,Newcastle Utd,1882.24060059,3.0,2.25,1.0
8.0,2.0,2.25,GK,36,90.0,90.0,Nick Pope,1665.22302246,1.5,1.25,Leeds United,0.0,0.0,3.5,3.25,2022-23,1.0,1.0,Newcastle Utd,1871.87365723,1.5,2.25,0.0
2.0,5.0,3.75,GK,25,90.0,90.0,Nick Pope,1833.63623047,2.0,1.5,Brighton,0.0,0.0,3.5,3.25,2022-23,1.0,1.0,Newcastle Utd,1870.19946289,0.5,1.75,1.0
6.0,5.0,3.5,GK,37,90.0,90.0,Nick Pope,1710.45727539,1.5,1.5,Leicester City,0.0,0.0,1.5,2.5,2022-23,1.0,1.0,Newcastle Utd,1882.39221191,2.0,1.75,1.0
2.0,2.0,2.0,GK,1,90.0,90.0,Robert Sánchez,1709.37329102,1.0,1.0,Burnley,0.0,0.0,2.0,2.0,2021-22,1.0,1.0,Brighton,1720.88342285,3.0,3.0,0.0
6.0,2.0,2.0,GK,2,90.0,90.0,Robert Sánchez,1681.87426758,1.0,1.0,Watford,0.0,0.0,2.0,2.0,2021-22,1.0,1.0,Brighton,1728.48059082,3.0,3.0,1.0
2.0,4.0,4.0,GK,3,90.0,90.0,Robert Sánchez,1780.00732422,0.5,0.5,Everton,0.5,0.5,1.5,1.5,2021-22,1.0,1.0,Brighton,1738.98168945,3.0,3.0,1.0
6.0,4.0,3.3333333333333335,GK,4,90.0,90.0,Robert Sánchez,1692.49743652,1.0,1.0,Brentford,0.5,0.3333333333333333,2.0,2.0,2021-22,1.0,1.0,Brighton,1728.15344238,1.5,2.0,0.0
1.0,4.0,4.0,GK,5,90.0,90.0,Robert Sánchez,1795.13720703,1.0,0.75,Leicester City,0.5,0.5,2.0,1.75,2021-22,1.0,1.0,Brighton,1735.55639648,1.5,2.25,1.0
2.0,3.5,3.75,GK,6,90.0,90.0,Robert Sánchez,1708.11022949,0.5,0.75,Crystal Palace,0.5,0.5,1.5,1.75,2021-22,1.0,1.0,Brighton,1744.62426758,3.0,2.25,0.0
6.0,1.5,2.75,GK,7,90.0,90.0,Robert Sánchez,1844.3326416,1.0,1.0,Arsenal,0.0,0.25,2.0,2.0,2021-22,1.0,1.0,Brighton,1739.25769043,2.0,1.75,1.0
4.0,4.0,3.75,GK,9,90.0,90.0,Robert Sánchez,2011.15161133,0.5,0.5,Manchester City,0.5,0.5,2.0,1.75,2021-22,1.0,1.0,Brighton,1742.26953125,1.0,2.0,1.0
1.0,5.0,3.25,GK,10,90.0,90.0,Robert Sánchez,1996.18652344,2.0,1.5,Liverpool,0.5,0.25,5.0,3.5,2021-22,1.0,1.0,Brighton,1737.11755371,0.5,1.25,0.0
-1.0,2.5,3.25,GK,11,90.0,90.0,Robert Sánchez,1682.81604004,3.0,1.75,Newcastle Utd,0.0,0.25,4.5,3.25,2021-22,1.0,1.0,Brighton,1742.94006348,0.5,0.75,1.0
8.0,0.0,2.5,GK,13,89.5,89.75,Robert Sánchez,1753.69311523,1.5,1.75,Leeds United,0.0,0.25,1.0,3.0,2021-22,1.0,1.0,Brighton,1733.92016602,1.0,0.75,1.0
4.0,3.5,3.0,GK,14,89.5,89.75,Robert Sánchez,1847.98742676,0.5,1.75,West Ham,0.5,0.25,2.5,3.5,2021-22,1.0,1.0,Brighton,1733.47961426,1.0,0.75,0.0
3.0,6.0,3.0,GK,15,90.0,89.75,Robert Sánchez,1710.68688965,0.5,1.0,Southampton,0.5,0.25,4.0,2.5,2021-22,1.0,1.0,Brighton,1737.53820801,1.0,1.0,0.0
3.0,3.5,3.5,GK,17,90.0,89.75,Robert Sánchez,1732.09631348,1.0,0.75,Wolves,0.0,0.25,3.5,3.0,2021-22,1.0,1.0,Brighton,1725.38305664,1.0,1.0,1.0
9.0,3.0,4.5,GK,19,90.0,90.0,Robert Sánchez,1686.19177246,1.0,0.75,Brentford,0.0,0.25,3.5,3.75,2021-22,1.0,1.0,Brighton,1716.15234375,0.5,0.75,1.0
3.0,6.0,4.75,GK,20,90.0,90.0,Robert Sánchez,1938.97839355,0.5,0.75,Chelsea,0.5,0.25,4.5,4.0,2021-22,1.0,1.0,Brighton,1725.1427002,1.5,1.25,0.0
2.0,6.0,4.5,GK,21,90.0,90.0,Robert Sánchez,1732.85766602,0.5,0.75,Everton,0.5,0.25,4.5,4.0,2021-22,1.0,1.0,Brighton,1731.41931152,2.0,1.25,0.0
2.0,2.5,4.25,GK,22,90.0,90.0,Robert Sánchez,1715.74182129,1.5,1.0,Crystal Palace,0.0,0.25,4.0,4.25,2021-22,1.0,1.0,Brighton,1740.74572754,2.0,1.75,1.0
2.0,2.0,4.0,GK,24,90.0,90.0,Robert Sánchez,1928.34240723,1.5,1.0,Chelsea,0.0,0.25,2.5,3.5,2021-22,1.0,1.0,Brighton,1738.96472168,2.0,2.0,1.0
4.0,2.0,2.25,GK,23,90.0,90.0,Robert Sánchez,1764.6739502,1.0,1.25,Leicester City,0.0,0.0,1.5,2.75,2021-22,1.0,1.0,Brighton,1743.04650879,1.0,1.5,0.0
6.0,3.0,2.5,GK,25,90.0,90.0,Robert Sánchez,1630.12487793,1.0,1.25,Watford,0.0,0.0,3.0,2.75,2021-22,1.0,1.0,Brighton,1744.73779297,1.0,1.5,0.0
2.0,5.0,3.5,GK,18,90.0,90.0,Robert Sánchez,1866.94763184,0.5,0.75,Manchester Utd,0.5,0.25,2.5,2.0,2021-22,1.0,1.0,Brighton,1753.69421387,2.0,1.5,0.0
1.0,4.0,3.5,GK,26,90.0,90.0,Robert Sánchez,1686.43701172,1.0,1.0,Burnley,0.5,0.25,3.0,3.0,2021-22,1.0,1.0,Brighton,1750.95690918,1.5,1.25,1.0
1.0,1.5,3.25,GK,27,90.0,90.0,Robert Sánchez,1727.15576172,2.5,1.5,Aston Villa,0.0,0.25,3.0,2.75,2021-22,1.0,1.0,Brighton,1733.47155762,0.0,1.0,1.0
1.0,1.0,2.5,GK,28,90.0,90.0,Robert Sánchez,1715.75805664,2.5,1.75,Newcastle Utd,0.0,0.25,1.5,2.25,2021-22,1.0,1.0,Brighton,1719.9230957,0.0,0.75,0.0
3.0,1.0,1.25,GK,29,90.0,90.0,Robert Sánchez,2020.9407959,2.0,2.25,Liverpool,0.0,0.0,2.0,2.5,2021-22,1.0,1.0,Brighton,1713.3449707,0.0,0.0,1.0
2.0,2.0,1.5,GK,16,90.0,90.0,Robert Sánchez,1806.12011719,2.0,2.25,Tottenham,0.0,0.0,4.5,3.0,2021-22,1.0,1.0,Brighton,1705.74780273,0.0,0.0,1.0
2.0,2.5,1.75,GK,32,90.0,90.0,Robert Sánchez,1864.68530273,2.0,2.0,Arsenal,0.0,0.0,6.0,4.0,2021-22,1.0,1.0,Brighton,1694.42004395,0.0,0.0,0.0
6.0,2.0,2.0,GK,33,90.0,90.0,Robert Sánchez,1859.63574219,1.5,1.75,Tottenham,0.0,0.0,4.0,4.25,2021-22,1.0,1.0,Brighton,1717.26879883,1.5,0.75,0.0
1.0,4.0,3.25,GK,30,90.0,90.0,Robert Sánchez,2037.69885254,0.5,1.25,Manchester City,0.5,0.25,1.5,3.75,2021-22,1.0,1.0,Brighton,1729.9909668,3.0,1.5,0.0
2.0,3.5,2.75,GK,34,90.0,90.0,Robert Sánchez,1714.41943359,1.5,1.5,Southampton,0.5,0.25,1.0,2.5,2021-22,1.0,1.0,Brighton,1727.14367676,1.5,1.5,1.0
6.0,1.5,2.75,GK,35,90.0,90.0,Robert Sánchez,1764.06152344,2.5,1.5,Wolves,0.0,0.25,2.5,2.0,2021-22,1.0,1.0,Brighton,1723.83972168,0.5,1.75,0.0
7.0,4.0,3.75,GK,36,90.0,90.0,Robert Sánchez,1842.86743164,1.0,1.25,Manchester Utd,0.5,0.5,2.0,1.5,2021-22,1.0,1.0,Brighton,1731.90100098,2.0,1.75,1.0
2.0,6.5,4.0,GK,38,90.0,90.0,Robert Sánchez,1797.94433594,0.0,1.25,West Ham,1.0,0.5,3.0,2.75,2021-22,1.0,1.0,Brighton,1751.63110352,3.0,1.75,1.0
4.0,4.5,4.25,GK,1,90.0,90.0,Robert Sánchez,1810.87280273,0.5,0.75,Manchester Utd,0.5,0.5,3.0,2.5,2022-23,1.0,1.0,Brighton,1760.24414062,3.0,2.5,0.0
6.0,3.0,4.75,GK,2,90.0,90.0,Robert Sánchez,1762.33654785,1.0,0.5,Newcastle Utd,0.0,0.5,3.0,3.0,2022-23,1.0,1.0,Brighton,1770.92871094,3.0,3.0,1.0
8.0,5.0,4.75,GK,3,90.0,90.0,Robert Sánchez,1768.109375,0.5,0.5,West Ham,0.5,0.5,3.0,3.0,2022-23,1.0,1.0,Brighton,1769.58862305,2.0,2.5,0.0
8.0,7.0,5.0,GK,4,90.0,90.0,Robert Sánchez,1731.33239746,0.0,0.5,Leeds United,1.0,0.5,2.0,2.5,2022-23,1.0,1.0,Brighton,1783.54016113,2.0,2.5,1.0
1.0,8.0,6.5,GK,5,90.0,90.0,Robert Sánchez,1654.5411377,0.0,0.25,Fulham,1.0,0.75,2.5,2.75,2022-23,1.0,1.0,Brighton,1788.8939209,3.0,2.5,0.0
1.0,4.5,5.75,GK,6,90.0,90.0,Robert Sánchez,1746.61853027,1.0,0.5,Leicester City,0.5,0.75,2.0,2.0,2022-23,1.0,1.0,Brighton,1778.57275391,1.5,1.75,1.0
2.0,1.0,4.5,GK,9,90.0,90.0,Robert Sánchez,1982.51477051,2.0,1.0,Liverpool,0.0,0.5,2.0,2.25,2022-23,1.0,1.0,Brighton,1779.39868164,1.5,2.25,0.0
2.0,1.5,3.0,GK,10,90.0,90.0,Robert Sánchez,1869.07849121,2.5,1.75,Tottenham,0.0,0.25,3.5,2.75,2022-23,1.0,1.0,Brighton,1792.22387695,2.0,1.75,1.0
1.0,2.0,1.5,GK,11,90.0,90.0,Robert Sánchez,1719.69030762,2.0,2.0,Brentford,0.0,0.0,3.5,2.75,2022-23,1.0,1.0,Brighton,1790.9239502,0.5,1.0,0.0
6.0,1.5,1.5,GK,12,90.0,90.0,Robert Sánchez,1592.38232422,1.5,2.0,Nott'ham Forest,0.0,0.0,1.0,2.25,2022-23,1.0,1.0,Brighton,1778.99499512,0.0,1.0,1.0
1.0,3.5,2.75,GK,13,90.0,90.0,Robert Sánchez,2035.1229248,1.0,1.5,Manchester City,0.5,0.25,0.0,1.75,2022-23,1.0,1.0,Brighton,1773.83227539,0.5,0.5,0.0
5.0,3.5,2.5,GK,14,90.0,90.0,Robert Sánchez,1905.65234375,1.5,1.5,Chelsea,0.5,0.25,0.5,0.75,2022-23,1.0,1.0,Brighton,1769.15734863,0.5,0.25,1.0
2.0,3.0,3.25,GK,15,90.0,90.0,Robert Sánchez,1694.30664062,2.0,1.5,Wolves,0.0,0.25,4.0,2.0,2022-23,1.0,1.0,Brighton,1795.22167969,1.5,1.0,0.0
1.0,3.5,3.5,GK,16,90.0,90.0,Robert Sánchez,1733.29052734,1.5,1.5,Aston Villa,0.0,0.25,5.0,2.75,2022-23,1.0,1.0,Brighton,1802.37207031,3.0,1.75,1.0
9.0,1.5,2.25,GK,17,90.0,90.0,Robert Sánchez,1672.72241211,2.0,2.0,Southampton,0.0,0.0,1.5,2.75,2022-23,1.0,1.0,Brighton,1791.25488281,1.5,1.5,0.0
1.0,5.0,4.25,GK,18,90.0,90.0,Robert Sánchez,1926.28527832,1.5,1.5,Arsenal,0.0,0.0,1.5,3.25,2022-23,1.0,1.0,Brighton,1799.85070801,1.5,2.25,1.0
3.0,5.0,3.25,GK,19,90.0,90.0,Robert Sánchez,1696.24914551,2.5,2.25,Everton,0.0,0.0,3.0,2.25,2022-23,1.0,1.0,Brighton,1791.68823242,1.5,1.5,0.0
7.0,2.0,3.5,GK,20,90.0,90.0,Robert Sánchez,1987.88903809,2.5,2.0,Liverpool,0.0,0.0,3.0,2.25,2022-23,1.0,1.0,Brighton,1802.94726562,1.5,1.5,1.0
1.0,5.0,5.0,GK,21,90.0,90.0,Robert Sánchez,1745.29675293,0.5,1.5,Leicester City,0.5,0.25,2.5,2.75,2022-23,1.0,1.0,Brighton,1823.63244629,3.0,2.25,0.0
8.0,4.0,3.0,GK,22,90.0,90.0,Robert Sánchez,1636.08166504,1.0,1.75,Bournemouth,0.5,0.25,1.0,2.0,2022-23,1.0,1.0,Brighton,1822.43005371,2.0,1.75,1.0
2.0,4.5,4.75,GK,23,90.0,90.0,Robert Sánchez,1738.24267578,1.0,0.75,Crystal Palace,0.5,0.5,1.0,1.75,2022-23,1.0,1.0,Brighton,1825.51403809,2.0,2.5,0.0
2.0,5.0,4.5,GK,24,90.0,90.0,Robert Sánchez,1727.96948242,0.5,0.75,Fulham,0.5,0.5,1.0,1.0,2022-23,1.0,1.0,Brighton,1822.23840332,2.0,2.0,1.0
0.0,2.0,3.25,GK,26,90.0,90.0,Robert Sánchez,1754.26806641,1.0,1.0,West Ham,0.0,0.25,0.5,0.75,2022-23,1.0,1.0,Brighton,1809.08996582,0.5,1.25,1.0
0.0,1.0,3.0,GK,27,45.0,67.5,Robert Sánchez,1694.40600586,0.5,0.5,Leeds United,0.0,0.25,0.5,0.75,2022-23,0.5,0.75,Brighton,1825.12719727,1.5,1.75,0.0
0.0,0.0,1.0,GK,8,0.0,45.0,Robert Sánchez,1741.12841797,1.0,1.0,Crystal Palace,0.0,0.0,0.0,0.25,2022-23,0.0,0.5,Brighton,1825.84838867,2.0,1.25,1.0
0.0,0.0,0.5,GK,29,0.0,22.5,Robert Sánchez,1794.70556641,1.0,0.75,Brentford,0.0,0.0,0.0,0.25,2022-23,0.0,0.25,Brighton,1830.80749512,2.0,1.75,1.0
0.0,0.0,0.0,GK,7,0.0,0.0,Robert Sánchez,1664.47473145,1.5,1.25,Bournemouth,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Brighton,1828.29760742,2.0,2.0,0.0
0.0,0.0,0.0,GK,30,0.0,0.0,Robert Sánchez,1848.28051758,1.5,1.25,Tottenham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Brighton,1835.87231445,2.0,2.0,0.0
1.0,0.0,0.0,GK,31,0.0,0.0,Robert Sánchez,1830.07800293,1.0,1.25,Chelsea,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Brighton,1829.56225586,1.5,1.75,0.0
0.0,0.5,0.25,GK,33,45.0,22.5,Robert Sánchez,1625.08532715,1.5,1.5,Nott'ham Forest,0.0,0.0,0.5,0.25,2022-23,0.5,0.25,Brighton,1832.27563477,1.5,1.75,0.0
0.0,0.5,0.25,GK,34,45.0,22.5,Robert Sánchez,1730.45483398,2.0,1.5,Wolves,0.0,0.0,0.5,0.25,2022-23,0.5,0.25,Brighton,1814.97998047,1.5,1.5,1.0
0.0,0.0,0.25,GK,28,0.0,22.5,Robert Sánchez,1860.40490723,1.5,1.5,Manchester Utd,0.0,0.0,0.0,0.25,2022-23,0.0,0.25,Brighton,1827.25292969,1.5,1.5,1.0
0.0,0.0,0.25,GK,35,0.0,22.5,Robert Sánchez,1670.43981934,0.0,1.0,Everton,0.0,0.0,0.0,0.25,2022-23,0.0,0.25,Brighton,1834.81774902,3.0,2.25,1.0
0.0,0.0,0.0,GK,23,0.0,0.0,Robin Olsen,1713.12878418,0.0,0.0,Everton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1735.09350586,3.0,3.0,0.0
0.0,0.0,0.0,GK,24,0.0,0.0,Robin Olsen,1735.04272461,0.0,0.0,Leeds United,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1743.56542969,3.0,3.0,1.0
0.0,0.0,0.0,GK,25,0.0,0.0,Robin Olsen,1686.6394043,1.5,1.5,Newcastle Utd,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1742.09484863,2.0,2.0,0.0
0.0,0.0,0.0,GK,26,0.0,0.0,Robin Olsen,1624.59899902,2.0,1.3333333333333333,Watford,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1737.30090332,0.5,1.3333333333333333,1.0
0.0,0.0,0.0,GK,27,0.0,0.0,Robin Olsen,1733.47155762,1.0,1.25,Brighton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1727.15576172,0.0,1.0,0.0
0.0,0.0,0.0,GK,28,0.0,0.0,Robin Olsen,1752.11633301,0.5,1.25,Southampton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1740.70422363,1.5,1.0,1.0
0.0,0.0,0.0,GK,20,0.0,0.0,Robin Olsen,1696.86608887,0.0,0.5,Leeds United,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1754.71459961,3.0,1.5,0.0
0.0,0.0,0.0,GK,29,0.0,0.0,Robin Olsen,1810.9239502,0.0,0.25,West Ham,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1768.50488281,3.0,2.25,0.0
0.0,0.0,0.0,GK,30,0.0,0.0,Robin Olsen,1880.7923584,1.0,0.5,Arsenal,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1764.37817383,1.5,2.25,1.0
0.0,0.0,0.0,GK,31,0.0,0.0,Robin Olsen,1771.02697754,1.5,0.75,Wolves,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1758.30151367,0.0,1.5,0.0
0.0,0.0,0.0,GK,32,0.0,0.0,Robin Olsen,1836.52734375,1.5,1.25,Tottenham,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1747.78149414,0.0,0.75,1.0
0.0,0.0,0.0,GK,34,0.0,0.0,Robin Olsen,1798.86828613,3.0,2.25,Leicester City,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1743.62792969,0.0,0.0,0.0
0.0,0.0,0.0,GK,36,0.0,0.0,Robin Olsen,1707.29296875,2.0,1.75,Burnley,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1740.24926758,0.5,0.25,0.0
0.0,0.0,0.0,GK,33,0.0,0.0,Robin Olsen,2041.61791992,0.5,1.75,Liverpool,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1752.18017578,2.0,1.0,1.0
1.0,0.0,0.0,GK,38,0.0,0.0,Robin Olsen,2026.62304688,1.5,1.75,Manchester City,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Aston Villa,1745.58300781,1.5,1.0,0.0
0.0,0.5,0.25,GK,1,45.0,22.5,Robin Olsen,1630.49658203,2.5,1.5,Bournemouth,0.0,0.0,1.0,0.5,2022-23,0.5,0.25,Aston Villa,1740.72729492,0.0,1.0,0.0
0.0,0.5,0.25,GK,2,45.0,22.5,Robin Olsen,1694.81958008,2.5,2.0,Everton,0.0,0.0,1.0,0.5,2022-23,0.5,0.25,Aston Villa,1727.10827637,0.0,0.75,1.0
0.0,0.0,0.25,GK,3,0.0,22.5,Robin Olsen,1752.26013184,1.5,2.0,Crystal Palace,0.0,0.0,0.0,0.5,2022-23,0.0,0.25,Aston Villa,1733.30163574,1.5,0.75,0.0
0.0,0.0,0.25,GK,4,0.0,22.5,Robin Olsen,1756.59777832,2.0,2.25,West Ham,0.0,0.0,0.0,0.5,2022-23,0.0,0.25,Aston Villa,1725.07617188,1.5,0.75,1.0
0.0,0.0,0.0,GK,5,0.0,0.0,Robin Olsen,1877.85021973,2.0,1.75,Arsenal,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1716.42919922,0.0,0.75,0.0
0.0,0.0,0.0,GK,6,0.0,0.0,Robin Olsen,2031.97521973,1.5,1.75,Manchester City,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1713.25048828,0.0,0.75,1.0
0.0,0.0,0.0,GK,8,0.0,0.0,Robin Olsen,1670.00195312,1.5,1.75,Southampton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1710.46569824,0.5,0.25,1.0
0.0,0.0,0.0,GK,9,0.0,0.0,Robin Olsen,1703.11083984,0.5,1.0,Leeds United,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1716.0168457,2.0,1.0,0.0
0.0,0.0,0.0,GK,10,0.0,0.0,Robin Olsen,1588.28527832,0.0,0.75,Nott'ham Forest,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1723.65100098,2.0,1.25,0.0
0.0,0.0,0.0,GK,11,0.0,0.0,Robin Olsen,1900.72668457,0.5,0.5,Chelsea,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1727.52490234,1.0,1.5,1.0
0.0,0.0,0.0,GK,12,0.0,0.0,Robin Olsen,1654.671875,1.5,0.75,Fulham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1720.25549316,0.5,1.25,0.0
0.0,0.0,0.0,GK,13,0.0,0.0,Robin Olsen,1735.88879395,2.5,1.5,Brentford,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1706.8371582,0.0,0.5,1.0
-1.0,0.0,0.0,GK,14,0.0,0.0,Robin Olsen,1806.21655273,1.5,1.5,Newcastle Utd,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Aston Villa,1719.32995605,1.5,1.0,0.0
0.0,-0.5,-0.25,GK,15,28.0,14.0,Robin Olsen,1859.2298584,2.0,2.25,Manchester Utd,0.0,0.0,1.0,0.5,2022-23,0.0,0.0,Aston Villa,1718.68737793,1.5,0.75,1.0
0.0,-0.5,-0.25,GK,16,28.0,14.0,Robin Olsen,1802.37207031,2.5,2.0,Brighton,0.0,0.0,1.0,0.5,2022-23,0.0,0.0,Aston Villa,1733.29052734,1.5,1.5,0.0
3.0,0.0,-0.25,GK,17,0.0,14.0,Robin Olsen,1999.84802246,1.0,1.5,Liverpool,0.0,0.0,0.0,0.5,2022-23,0.0,0.0,Aston Villa,1744.40771484,3.0,2.25,1.0
7.0,1.5,0.5,GK,18,45.0,36.5,Robin Olsen,1873.47521973,2.0,2.25,Tottenham,0.0,0.0,3.0,2.0,2022-23,0.5,0.25,Aston Villa,1739.82385254,1.5,1.5,0.0
0.0,5.0,2.5,GK,19,90.0,45.0,Robin Olsen,1686.35351562,1.5,1.25,Wolves,0.5,0.25,3.5,1.75,2022-23,1.0,0.5,Aston Villa,1757.06787109,1.5,2.25,1.0
0.0,3.5,2.5,GK,20,45.0,45.0,Robin Olsen,1713.10791016,0.5,1.25,Leeds United,0.5,0.25,0.5,1.75,2022-23,0.5,0.5,Aston Villa,1754.20678711,2.0,1.75,1.0
